method,pde,pareto_size,best_mse_domain,best_mse_boundary,mean_mse_domain,mean_mse_boundary,hypervolume,runtime_s
RK4/FDM,Poisson_2D,1,0.9450813646,0.0000000000,0.9450813646,0.0000000000,0.0000000000,0.1516902330
PI-NSGA-II,Helmholtz_2D,180,0.0000000000,0.0000000000,15.1853043806,0.4846534257,0.8850142475,0.0678787420
RK4/FDM,Helmholtz_2D,1,0.9414860071,0.0000000000,0.9414860071,0.0000000000,0.0000000000,0.2524566120
PI-NSGA-II,Schrodinger_2D,180,0.0000000000,0.0000000000,19.9197564129,0.2706282916,0.9268524369,0.0512463640
RK4/FDM,Schrodinger_2D,1,0.2401012177,0.0000000000,0.2401012177,0.0000000000,0.0000000000,0.0460076640
PI-NSGA-II,HarmonicOscillator_2D,169,0.0000000000,0.0000000000,0.0212222324,0.0287629388,0.7999935825,0.0509131120
RK4/FDM,HarmonicOscillator_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0429990880
PI-NSGA-II,Airy_2D,129,0.0000000000,0.0000000000,0.0996355630,0.0460874841,0.8749875504,0.0975065110
RK4/FDM,Airy_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0646842930
PI-NSGA-II,Fisher_2D,200,0.0000000000,0.0000000000,0.7808826280,0.0256983556,0.9285695619,0.0858087670
RK4/FDM,Fisher_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0411186280
PI-NSGA-II,Duffing_2D,200,0.0000000000,0.0000000000,0.4687804829,0.0749885296,0.9285684995,0.1936301000
RK4/FDM,Duffing_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0483285060
PI-NSGA-II,ThomasFermi_2D,121,0.0000000000,0.0000000000,0.6599738530,0.1794048254,0.9090859512,0.1638878550
RK4/FDM,ThomasFermi_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0506581810
PI-NSGA-II,NonlinearPoisson_2D,90,0.0000000000,0.0000000000,0.2259018336,0.0674318362,0.8888227609,0.1672552140
RK4/FDM,NonlinearPoisson_2D,1,0.0001150038,0.0000000000,0.0001150038,0.0000000000,0.0000000000,0.1134806690
PI-NSGA-II,Liouville_2D,102,0.0000000000,0.0000000000,0.2090118897,0.0853502974,0.8888467259,0.1809279520
RK4/FDM,Liouville_2D,1,0.0001504742,0.0000000000,0.0001504742,0.0000000000,0.0000000000,0.1807893600
PI-NSGA-II,ThomasFermi_2D,121,0.0000000000,0.0000000000,0.6483919918,0.1830385900,0.9090859512,0.2063676010
RK4/FDM,ThomasFermi_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0519097610
PI-NSGA-II,Navier-Stokes_2D,89,0.0000000000,0.0000000000,0.0009743661,0.0000019582,0.9230769223,1.0525770690
PI-NSGA-II,Navier-Stokes-Unsteady_2D,150,0.0000000000,0.0000000000,2.0855507202,0.0029300236,0.9285677943,1.3008699670
PI-NSGA-II,Bratu_2D,86,0.0000000000,0.0000000000,0.1868732857,5.2593445810,0.8749511385,0.2513634290
RK4/FDM,Bratu_2D,1,0.0000152097,0.0000000000,0.0000152097,0.0000000000,0.0000000000,0.0965061620
PI-NSGA-II,Allen-Cahn_2D,125,0.0000000000,0.0000000000,0.0258991176,0.3993037300,0.8999637888,0.1716102190
RK4/FDM,Allen-Cahn_2D,1,0.1375674152,0.0000000000,0.1375674152,0.0000000000,0.0000000000,0.0594038080
PI-NSGA-II,Lane-Emden_1D,68,0.0000000001,0.0000000000,0.0882352942,0.0002059668,0.8332496539,0.1437248740
RK4/FDM,Lane-Emden_1D,1,0.0036296290,0.0000000000,0.0036296290,0.0000000000,0.0000000000,0.0000163990
